"asin","genre","sum_q","sum_q1","mean_e1","mean_gamma1","mean_alpha1","mean_p","mean_lR","mean_lRhat","mean_R","mean_Rhat","mean_sigma","mean_avgR","max_DNYT","max_DOTH","max_DUSAT","mean_lreview","mean_drecommended"
"1432858742","FICTION: Mystery & Detective",3320127.20282104,3320127.20282104,0,2.47651996555933,0.168762184541396,35.09,1.48160457611084,1.47413169027404,4.40000009536743,4.37626447663099,0.373274296522141,4.40909099578857,0,0,1,3.7376697063446,0
"1432859005","FICTION: Women",2329395.2602536,2329395.2602536,0,1.82549156174135,0.168762184541396,36.09,1.16315078735352,1.47413169027404,3.20000004768372,4.37626447663099,0.373274296522141,3.18709678803721,0,0,1,6.17586708068848,0
"1432859366","FICTION: Crime",1729872.07533951,1729872.07533951,0,2.50371249936413,0.168762184541396,31.49,1.54756247997284,1.47413169027404,4.69999980926514,4.37626447663099,0.373274296522141,4.70625001192093,0,0,1,6.1717004776001,0
"1432859374","FICTION: Romance",4650230.88628417,4650230.88628417,0,2.4377757826688,0.168762184541396,24.61,1.50407743453979,1.47413169027404,4.5,4.37626447663099,0.373274296522141,4.5,0,0,1,5.87773561477661,0
"1432859382","JUVENILE FICTION",9262357.18299679,9262357.18299679,0,2.63271465433079,0.168762184541396,24.99,1.56861591339111,1.47413169027404,4.80000019073486,4.37626447663099,0.373274296522141,4.80000019073486,0,0,1,3.66356158256531,0
"1432859676","FICTION: Action & Adventure",4370913.61126032,4370913.61126032,0,2.55597082826972,0.168762184541396,33.69,1.54756247997284,1.47413169027404,4.69999980926514,4.37626447663099,0.373274296522141,4.75454534183849,0,0,1,4.74493217468262,0
"1432859684","POLITICAL SCIENCE",2541260.47157402,2541260.47157402,0,2.36650280281118,0.168762184541396,34.19,1.50407743453979,1.47413169027404,4.5,4.37626447663099,0.373274296522141,4.50609755516052,0,1,1,7.823646068573,0
"1432859722","FICTION: Psychological",5651622.7930858,5651622.7930858,0,2.49797708415363,0.168762184541396,28.06,1.50407743453979,1.47413169027404,4.5,4.37626447663099,0.373274296522141,4.5,0,1,0,4.23410654067993,0
"1432860615","FICTION: Family Life",4505751.49027459,4505751.49027459,0,2.20452240179575,0.168762184541396,30.99,1.43508446216583,1.47413169027404,4.19999980926514,4.37626447663099,0.373274296522141,4.19999980926514,0,0,1,8.92345809936523,0
"1433549875","RELIGION",350256.755351735,350256.755351735,0,2.60375050413404,0.168762184541396,11.04,1.56861591339111,1.47413169027404,4.80000019073486,4.37626447663099,0.373274296522141,4.77093030500782,0,0,0,4.45434713363647,0
"1433556731","RELIGION",2619914.93888816,2619914.93888816,0,2.40931358253339,0.168762184541396,14.45,1.43508446216583,1.47413169027404,4.19999980926514,4.37626447663099,0.373274296522141,4.21435395382238,0,0,0,3.33220458030701,0
"1433805596","PSYCHOLOGY",914142.315338479,914142.315338479,0,2.2649144519539,0.168762184541396,37.95,1.45861506462097,1.47413169027404,4.30000019073486,4.37626447663099,0.373274296522141,4.30000019073486,0,0,1,8.40782451629639,0
"1433805618","PSYCHOLOGY",63040.1162986584,63040.1162986584,0,2.26490627826678,0.168762184541396,22.99,1.45861506462097,1.47413169027404,4.30000019073486,4.37626447663099,0.373274296522141,4.30000019073486,0,0,1,8.40804767608643,0
"1433829029","JUVENILE NONFICTION",3080040.95718684,3080040.95718684,0,2.57689612915223,0.168762184541396,12.34,1.50407743453979,1.47413169027404,4.5,4.37626447663099,0.373274296522141,4.37228914054043,0,0,0,2.0794415473938,0
"1434712125","JUVENILE NONFICTION",2099140.64225201,2099140.64225201,0,2.70171895051275,0.168762184541396,11.74,1.58923518657684,1.47413169027404,4.90000009536743,4.37626447663099,0.373274296522141,4.98235295800602,0,0,0,2.7725887298584,0
"1436537479","FICTION: Literary",13867804.1881002,13867804.1881002,0,2.41778547262555,0.168762184541396,49.95,1.45861506462097,1.47413169027404,4.30000019073486,4.37626447663099,0.373274296522141,4.30000019073486,0,0,0,4.23410654067993,0
"1438005024","JUVENILE NONFICTION",11036979.3377898,11036979.3377898,0,2.83890660549293,0.168762184541396,8.84,1.60943794250488,1.47413169027404,5,4.37626447663099,0.373274296522141,5,0,0,1,0,0
"1438010893","CRAFTS & HOBBIES",3207313.24184244,3207313.24184244,0,2.83890660549293,0.168762184541396,12.91,1.60943794250488,1.47413169027404,5,4.37626447663099,0.373274296522141,5,0,0,0,0,0
